Designator,Mid X,Mid Y,Rotation,Layer
D1,109.5,-59.0,90.0,bottom
J1,109.825,-59.0,90.0,top
J2,81.25,-67.25,90.0,top
R1,97.5,-56.0,180.0,top
R2,87.5,-56.0,180.0,top
R3,87.5,-61.5,180.0,top
